,gt_scale,pred_scale
0,0.860442996025,0.528720676899
1,0.859327375889,0.523301661015
2,0.860437631607,0.570271372795
3,0.85943043232,0.61098074913
4,0.860435366631,0.661049187183
5,0.859398126602,0.748788833618
6,0.860538303852,0.744274556637
7,0.859445929527,0.752182841301
8,0.860306560993,0.751350998878
9,0.860597968102,0.792109549046
10,0.859133899212,0.795711576939
11,0.860432386398,0.807107686996
12,0.860357105732,0.80781430006
13,0.859592556953,0.840155482292
14,0.855871021748,0.781331181526
15,0.86366713047,0.796559751034
16,0.870724380016,0.845779538155
17,0.881614804268,0.783057451248
18,0.891922235489,0.795643568039
19,0.901721298695,0.797768592834
20,0.906165063381,0.834222912788
21,0.913045465946,0.859800934792
22,0.915100157261,0.860467135906
23,0.91850733757,0.879513978958
24,0.928696334362,0.903109788895
25,0.936147153378,0.921538710594
26,0.937333166599,0.948933303356
27,0.944008231163,0.970482766628
28,0.946880996227,0.814715981483
29,0.949428319931,0.763390123844
30,0.953304290771,0.777138769627
31,0.960035026073,0.751078367233
32,0.969869613647,0.771065890789
33,0.977030336857,0.850445508957
34,0.980829834938,0.943538784981
35,0.980618178844,0.883622348309
36,0.980570435524,0.877664506435
37,0.985830783844,0.865984261036
38,1.01335251331,0.882903337479
39,1.06044840813,0.946926116943
40,1.04463386536,0.891385793686
41,1.0465413332,0.814528405666
42,1.03506267071,0.804358780384
43,1.03787767887,0.85830527544
44,1.02577745914,0.857582390308
45,1.02486169338,0.87909668684
46,1.01251959801,0.853895962238
47,1.0079138279,0.892411589622
48,1.0036560297,0.915561914444
49,1.00169610977,0.902791023254
50,0.99762815237,0.984840929508
51,0.989036440849,0.983618617058
52,0.980540812016,0.975502371788
53,0.984487056732,0.896817624569
54,0.983564555645,0.873282551765
55,0.979146003723,0.900938034058
56,0.972597718239,0.935938954353
57,0.965427458286,0.963395535946
58,0.965849995613,1.00471925735
59,0.961009502411,0.907607197762
60,0.96433454752,0.8888027668
61,0.96403324604,0.926690876484
62,0.954337775707,0.926371276379
63,0.943635344505,0.996119081974
64,0.927331507206,0.906191825867
65,0.917556881905,0.85526496172
66,0.913812696934,0.873065829277
67,0.901613354683,0.870525181293
68,0.88596111536,0.869679987431
69,0.871800303459,0.828198730946
70,0.858084917068,0.844678521156
71,0.846155166626,0.830603420734
72,0.831774711609,0.77646702528
73,0.819611430168,0.742868840694
74,0.807556211948,0.766542315483
75,0.797029554844,0.754871606827
76,0.779409646988,0.755518078804
77,0.756639540195,0.759633481503
78,0.733996331692,0.7356351614
79,0.715997219086,0.705240547657
80,0.698292732239,0.64806163311
81,0.680012702942,0.737296521664
82,0.659838616848,0.671308934689
83,0.633922815323,0.562603414059
84,0.614207267761,0.496634542942
85,0.596759200096,0.392681628466
86,0.584414958954,0.440013349056
87,0.572594761848,0.49176093936
88,0.55702149868,0.466995149851
89,0.544079720974,0.462074428797
90,0.531979858875,0.465279787779
91,0.512642562389,0.369793623686
92,0.502023458481,0.389799952507
93,0.488096863031,0.422324150801
94,0.474636435509,0.453607290983
95,0.460278987885,0.447395771742
96,0.455031275749,0.400952458382
97,0.450174868107,0.405412018299
98,0.437722146511,0.396741688251
99,0.438706755638,0.454346001148
100,0.431875258684,0.434802472591
101,0.413148581982,0.473604738712
