,gt_scale,pred_scale
0,0.860442996025,0.538362324238
1,0.859327375889,0.605307400227
2,0.860437631607,0.617531657219
3,0.85943043232,0.681857943535
4,0.860435366631,0.720531821251
5,0.859398126602,0.754027187824
6,0.860538303852,0.756008923054
7,0.859445929527,0.771906971931
8,0.860306560993,0.753931343555
9,0.860597968102,0.804654538631
10,0.859133899212,0.789950370789
11,0.860432386398,0.811210930347
12,0.860357105732,0.81303280592
13,0.859592556953,0.859418451786
14,0.855871021748,0.750732064247
15,0.86366713047,0.778381168842
16,0.870724380016,0.784729242325
17,0.881614804268,0.736683011055
18,0.891922235489,0.759587705135
19,0.901721298695,0.793474078178
20,0.906165063381,0.818821370602
21,0.913045465946,0.822233557701
22,0.915100157261,0.853120028973
23,0.91850733757,0.83124423027
24,0.928696334362,0.881894826889
25,0.936147153378,0.88548463583
26,0.937333166599,0.879111170769
27,0.944008231163,0.917815923691
28,0.946880996227,0.807818710804
29,0.949428319931,0.774810612202
30,0.953304290771,0.758075833321
31,0.960035026073,0.763761222363
32,0.969869613647,0.85704934597
33,0.977030336857,0.888791620731
34,0.980829834938,0.964688122272
35,0.980618178844,0.874281585217
36,0.980570435524,0.855879724026
37,0.985830783844,0.841124773026
38,1.01335251331,0.856613457203
39,1.06044840813,0.926078438759
40,1.04463386536,0.911142587662
41,1.0465413332,0.83414721489
42,1.03506267071,0.908023178577
43,1.03787767887,0.956455230713
44,1.02577745914,0.950222074986
45,1.02486169338,0.875184357166
46,1.01251959801,0.844671010971
47,1.0079138279,0.868832588196
48,1.0036560297,0.949726700783
49,1.00169610977,0.897422075272
50,0.99762815237,0.951829791069
51,0.989036440849,0.960076630116
52,0.980540812016,0.957528948784
53,0.984487056732,0.901905477047
54,0.983564555645,0.856110930443
55,0.979146003723,0.920055568218
56,0.972597718239,0.905823767185
57,0.965427458286,0.949652373791
58,0.965849995613,0.980352044106
59,0.961009502411,0.932039380074
60,0.96433454752,0.977505683899
61,0.96403324604,0.988437831402
62,0.954337775707,0.966360747814
63,0.943635344505,0.988087296486
64,0.927331507206,0.872344374657
65,0.917556881905,0.820361196995
66,0.913812696934,0.776208519936
67,0.901613354683,0.85593944788
68,0.88596111536,0.841805636883
69,0.871800303459,0.807005763054
70,0.858084917068,0.814062178135
71,0.846155166626,0.820958018303
72,0.831774711609,0.783997356892
73,0.819611430168,0.77870041132
74,0.807556211948,0.806951761246
75,0.797029554844,0.777152597904
76,0.779409646988,0.787445306778
77,0.756639540195,0.798595130444
78,0.733996331692,0.726268768311
79,0.715997219086,0.751910746098
80,0.698292732239,0.671568930149
81,0.680012702942,0.72920769453
82,0.659838616848,0.663224935532
83,0.633922815323,0.568016707897
84,0.614207267761,0.479767352343
85,0.596759200096,0.401560813189
86,0.584414958954,0.444627910852
87,0.572594761848,0.457228690386
88,0.55702149868,0.455120593309
89,0.544079720974,0.426523476839
90,0.531979858875,0.425721079111
91,0.512642562389,0.384211659431
92,0.502023458481,0.390483677387
93,0.488096863031,0.385375827551
94,0.474636435509,0.427325576544
95,0.460278987885,0.460292160511
96,0.455031275749,0.457705289125
97,0.450174868107,0.448932915926
98,0.437722146511,0.441387236118
99,0.438706755638,0.445851832628
100,0.431875258684,0.42593306303
101,0.413148581982,0.483725935221
102,0.416642189026,0.515508830547
103,0.396947830915,0.491072595119
104,0.403219312429,0.508457541466
105,0.396863371134,0.499591320753
106,0.378589063883,0.483254641294
107,0.387286752462,0.461955070496
108,0.373576134443,0.430217713118
109,0.388171195984,0.464510023594
110,0.383545637131,0.500680685043
111,0.376036971807,0.486678898335
112,0.380339890718,0.426035761833
113,0.370996296406,0.371180564165
114,0.380272954702,0.371492743492
115,0.381135672331,0.396259665489
116,0.376479208469,0.348391920328
117,0.388414889574,0.383052200079
118,0.385600656271,0.356494516134
119,0.385694473982,0.402209341526
120,0.388587892056,0.455074131489
121,0.39366042614,0.469897687435
122,0.404176175594,0.482619643211
123,0.411357194185,0.502062618732
124,0.42415651679,0.549195170403
125,0.429579764605,0.578303277493
126,0.450380682945,0.622154116631
127,0.468414932489,0.66737383604
128,0.475495964289,0.672648787498
129,0.487850964069,0.704898655415
130,0.498240530491,0.584322571754
131,0.515111386776,0.484727680683
132,0.530638575554,0.50183904171
133,0.5462718606,0.569853365421
134,0.56416708231,0.607009351254
135,0.5842679739,0.596744418144
136,0.603349924088,0.579803884029
137,0.619557678699,0.590733349323
138,0.639863967896,0.638759672642
139,0.655036270618,0.715723276138
140,0.67402112484,0.767445147038
141,0.686447560787,0.812883138657
142,0.707549631596,0.73789614439
143,0.723468840122,0.808207333088
144,0.739351511002,0.880400776863
145,0.759447216988,1.00065362453
146,0.772064208984,0.82122951746
147,0.788172662258,0.777281582355
148,0.79555696249,0.792975485325
149,0.803534805775,0.766694247723
150,0.805543959141,0.817693531513
151,0.810685515404,0.77374869585
152,0.81581902504,0.732621371746
153,0.819962978363,0.634778141975
154,0.820471286774,0.642093479633
155,0.819144368172,0.652088999748
156,0.819429516792,0.717948079109
157,0.817425012589,0.714227557182
158,0.814135968685,0.754056572914
159,0.812706887722,0.764519691467
160,0.813562512398,0.778276264668
161,0.811836481094,0.770520150661
162,0.813763737679,0.811672568321
163,0.813122868538,0.881652772427
164,0.807984173298,0.855402946472
165,0.802580595016,0.816340625286
166,0.801904439926,0.763495504856
167,0.798206627369,0.799978792667
168,0.792802929878,0.805094957352
169,0.792489290237,0.793215215206
170,0.787391483784,0.875596165657
171,0.780354619026,0.956079363823
172,0.776489913464,0.969755232334
173,0.769752383232,1.02002418041
174,0.761918783188,0.989995539188
175,0.754943132401,0.945393264294
176,0.747479081154,0.825714886189
177,0.740536808968,0.779906153679
178,0.732932925224,0.776997804642
179,0.724052667618,0.770058751106
180,0.718226969242,0.693761527538
181,0.706226110458,0.682856619358
182,0.69104886055,0.693518638611
183,0.677792787552,0.68845063448
184,0.659837186337,0.699450194836
185,0.643399596214,0.667559921741
186,0.624349594116,0.634348094463
187,0.604979097843,0.564993679523
188,0.585060238838,0.477528661489
189,0.564430236816,0.431592285633
190,0.543785154819,0.464915841818
191,0.535779058933,0.468497812748
192,0.528140902519,0.514652252197
193,0.523928642273,0.505614995956
194,0.525191307068,0.486513316631
195,0.522083520889,0.529133796692
196,0.514084815979,0.470214724541
197,0.514144003391,0.481435209513
198,0.516492366791,0.494679838419
199,0.497357815504,0.551871955395
200,0.499220103025,0.606078863144
201,0.494066625834,0.676732480526
202,0.465841382742,0.774827361107
203,0.480109363794,0.731758117676
204,0.455817162991,0.686748325825
205,0.47747823596,0.638610899448
206,0.476186901331,0.632673442364
207,0.452397555113,0.643294930458
208,0.477471292019,0.626729249954
209,0.477966636419,0.648045361042
210,0.457111209631,0.55216562748
211,0.481236517429,0.558966875076
212,0.48226800561,0.55593007803
213,0.470054298639,0.598000824451
214,0.490862339735,0.575787305832
215,0.479342967272,0.612244606018
216,0.491638273001,0.550075888634
217,0.492445707321,0.539953768253
218,0.496072411537,0.52481096983
219,0.507325530052,0.514747858047
220,0.518222153187,0.547306001186
221,0.525678634644,0.519902348518
222,0.536052167416,0.505925476551
223,0.545846641064,0.524076223373
224,0.55652821064,0.487474769354
225,0.56461173296,0.490575492382
226,0.576569080353,0.519894778728
227,0.597683191299,0.581573665142
228,0.608868002892,0.585140585899
229,0.623412549496,0.603512704372
230,0.633519411087,0.585214197636
231,0.646717965603,0.535582005978
232,0.652814090252,0.540727436543
233,0.661844551563,0.509439706802
234,0.66607606411,0.59214836359
235,0.678772270679,0.638573646545
236,0.692946970463,0.648829042912
237,0.713590323925,0.65923756361
238,0.72982609272,0.74775236845
239,0.739581346512,0.713074147701
240,0.743286311626,0.663979113102
241,0.749050974846,0.717690169811
242,0.761262893677,0.66318833828
243,0.773771166801,0.725087404251
244,0.78945940733,0.770111083984
245,0.798005700111,0.760157048702
246,0.811835169792,0.746019661427
247,0.830600619316,0.809095919132
248,0.831246554852,0.799796521664
249,0.840398192406,0.836303293705
250,0.839122235775,0.746561825275
251,0.843926906586,0.819639086723
252,0.849174022675,0.773884773254
253,0.85641425848,0.758872270584
254,0.861520707607,0.808137536049
255,0.86158823967,0.759260475636
256,0.863902390003,0.688651919365
257,0.880019247532,0.714520037174
258,0.873270511627,0.736318051815
259,0.871464729309,0.728513538837
260,0.874179720879,0.706812918186
261,0.874961733818,0.793238759041
262,0.869680345058,0.85569190979
263,0.847170948982,0.860962986946
264,0.837109684944,1.00256419182
265,0.838855624199,0.790331304073
266,0.853527903557,0.783518135548
267,0.869928479195,0.813432335854
268,0.861657738686,0.892803788185
269,0.833018064499,0.942575097084
270,0.819708943367,1.01738941669
271,0.82356762886,0.790557861328
272,0.830050110817,0.78639537096
273,0.832794427872,0.677299380302
274,0.822079539299,0.65152066946
275,0.817580282688,0.735529124737
276,0.832300961018,0.752114951611
277,0.802561759949,0.784252285957
278,0.820274472237,0.746323823929
279,0.819806933403,0.747347414494
280,0.813758075237,0.785332679749
281,0.810229122639,0.697111964226
282,0.802836120129,0.7675588727
283,0.810689926147,0.801878154278
284,0.816074609756,0.859203577042
285,0.818595767021,0.891591191292
286,0.817482292652,0.935114920139
287,0.811314344406,0.960099637508
288,0.801996648312,1.01029753685
289,0.797535121441,0.83281737566
290,0.80556255579,0.656995177269
291,0.815916717052,0.678152441978
292,0.822251558304,0.785571217537
293,0.817923128605,0.726235687733
294,0.812673926353,0.717161536217
295,0.815999269485,0.660074830055
296,0.822865009308,0.750848650932
297,0.828435599804,0.744935452938
298,0.830955326557,0.794291675091
299,0.825310707092,0.846350491047
300,0.823887109756,0.873442053795
301,0.823976814747,0.863573312759
302,0.82043749094,0.833657920361
303,0.818878352642,0.810010313988
304,0.817708313465,0.767033874989
305,0.835394084454,0.77068156004
306,0.840347707272,0.842542231083
